symbol,timestamp,tradingDay,open,high,low,close,volume,openInterest
"GOOG","2015-02-11T00:00:00-05:00","2015-02-11","535.3","538.45","533.38","535.97","1373900",""
"GOOG","2015-02-12T00:00:00-05:00","2015-02-12","537.11","544.82","534.67","542.93","1615800",""
"GOOG","2015-02-13T00:00:00-05:00","2015-02-13","543.35","549.91","543.13","549.01","1895100",""
"GOOG","2015-02-17T00:00:00-05:00","2015-02-17","546.83","550","541.09","542.84","1612400",""
"GOOG","2015-02-18T00:00:00-05:00","2015-02-18","541.4","545.49","537.51","539.7","1449000",""
"GOOG","2015-02-19T00:00:00-05:00","2015-02-19","538.04","543.11","538.01","542.87","987400",""
"GOOG","2015-02-20T00:00:00-05:00","2015-02-20","543.13","543.75","535.8","538.95","1441200",""
"GOOG","2015-02-23T00:00:00-05:00","2015-02-23","536.3","536.44","529.41","531.91","1453900",""
"GOOG","2015-02-24T00:00:00-05:00","2015-02-24","529.7","536.79","528.25","536.09","1002300",""
"GOOG","2015-02-25T00:00:00-05:00","2015-02-25","535.9","546.22","535.45","543.87","1821000",""
"GOOG","2015-02-26T00:00:00-05:00","2015-02-26","543","556.14","541.5","555.48","2305200",""
"GOOG","2015-02-27T00:00:00-05:00","2015-02-27","554.24","564.71","552.9","558.4","2403500",""
"GOOG","2015-03-02T00:00:00-05:00","2015-03-02","560.53","572.15","558.75","571.34","2123700",""
"GOOG","2015-03-03T00:00:00-05:00","2015-03-03","570.45","575.39","566.52","573.64","1700000",""
"GOOG","2015-03-04T00:00:00-05:00","2015-03-04","571.87","577.11","568.01","573.37","1871600",""
"GOOG","2015-03-05T00:00:00-05:00","2015-03-05","575.26","577.91","573.41","575.33","1385800",""
"GOOG","2015-03-06T00:00:00-05:00","2015-03-06","574.96","576.68","566.76","567.68","1654500",""
"GOOG","2015-03-09T00:00:00-04:00","2015-03-09","566.86","570.27","563.53","568.85","1059300",""
"GOOG","2015-03-10T00:00:00-04:00","2015-03-10","563.71","564.85","554.73","555.01","1787300",""
"GOOG","2015-03-11T00:00:00-04:00","2015-03-11","555.14","558.14","550.68","551.18","1815700",""
"GOOG","2015-03-12T00:00:00-04:00","2015-03-12","553.63","556.37","550.46","555.51","1385700",""
"GOOG","2015-03-13T00:00:00-04:00","2015-03-13","553.5","558.4","544.22","547.32","1698800",""
"GOOG","2015-03-16T00:00:00-04:00","2015-03-16","550","556.85","546","554.51","1636400",""
"GOOG","2015-03-17T00:00:00-04:00","2015-03-17","551.71","553.8","548","550.84","1800500",""
"GOOG","2015-03-18T00:00:00-04:00","2015-03-18","552.5","559.78","547","559.5","2128700",""
"GOOG","2015-03-19T00:00:00-04:00","2015-03-19","558.11","560.8","556.15","557.99","1194000",""
"GOOG","2015-03-20T00:00:00-04:00","2015-03-20","561.65","561.72","559.05","560.36","2609600",""
"GOOG","2015-03-23T00:00:00-04:00","2015-03-23","560.43","562.36","555.83","558.81","1639300",""
"GOOG","2015-03-24T00:00:00-04:00","2015-03-24","562.56","574.59","561.21","570.19","2576200",""
"GOOG","2015-03-25T00:00:00-04:00","2015-03-25","570.5","572.26","558.74","558.78","2146300",""
"GOOG","2015-03-26T00:00:00-04:00","2015-03-26","557.59","558.9","550.65","555.17","1568300",""
"GOOG","2015-03-27T00:00:00-04:00","2015-03-27","552.91","555.28","548.13","548.34","1892300",""
"GOOG","2015-03-30T00:00:00-04:00","2015-03-30","551.62","553.47","548.17","552.03","1283900",""
"GOOG","2015-03-31T00:00:00-04:00","2015-03-31","550","554.71","546.72","548","1583600",""
"GOOG","2015-04-01T00:00:00-04:00","2015-04-01","548.6","551.14","539.5","542.56","1957700",""
"GOOG","2015-04-02T00:00:00-04:00","2015-04-02","540.85","540.85","533.85","535.53","1711700",""
"GOOG","2015-04-06T00:00:00-04:00","2015-04-06","532.22","538.41","529.57","536.77","1320700",""
"GOOG","2015-04-07T00:00:00-04:00","2015-04-07","538.08","542.69","536","537.02","1299200",""
"GOOG","2015-04-08T00:00:00-04:00","2015-04-08","538.74","543.85","538.38","541.61","1175300",""
"GOOG","2015-04-09T00:00:00-04:00","2015-04-09","541.03","541.95","535.49","540.78","1553500",""
"GOOG","2015-04-10T00:00:00-04:00","2015-04-10","542.29","542.29","537.31","540.01","1405500",""
"GOOG","2015-04-13T00:00:00-04:00","2015-04-13","538.41","544.06","537.31","539.17","1640800",""
"GOOG","2015-04-14T00:00:00-04:00","2015-04-14","536.06","537.57","528.09","530.39","2597000",""
"GOOG","2015-04-15T00:00:00-04:00","2015-04-15","528.7","534.73","523.22","532.53","2312500",""
"GOOG","2015-04-16T00:00:00-04:00","2015-04-16","529.9","535.59","529.61","533.8","1296300",""
"GOOG","2015-04-17T00:00:00-04:00","2015-04-17","527.27","529.84","521.01","524.05","2145900",""
"GOOG","2015-04-20T00:00:00-04:00","2015-04-20","525.6","536.09","524.5","535.38","1675400",""
"GOOG","2015-04-21T00:00:00-04:00","2015-04-21","537.51","539.39","533.67","533.97","1839600",""
"GOOG","2015-04-22T00:00:00-04:00","2015-04-22","534.4","541.08","531.75","539.36","1589200",""
"GOOG","2015-04-23T00:00:00-04:00","2015-04-23","541.1","550.96","540.23","547","4173300",""
"GOOG","2015-04-24T00:00:00-04:00","2015-04-24","566.1","571.14","557.25","565.06","4919000",""
"GOOG","2015-04-27T00:00:00-04:00","2015-04-27","563.12","565.95","553.2","555.37","2398000",""
"GOOG","2015-04-28T00:00:00-04:00","2015-04-28","553.85","556.02","550.37","553.68","1490900",""
"GOOG","2015-04-29T00:00:00-04:00","2015-04-29","550.02","553.68","546.91","549.08","1698700",""
"GOOG","2015-04-30T00:00:00-04:00","2015-04-30","547.87","548.59","535.05","537.34","2082200",""
"GOOG","2015-05-01T00:00:00-04:00","2015-05-01","538.43","539.54","532.1","537.9","1768100",""
"GOOG","2015-05-04T00:00:00-04:00","2015-05-04","538.53","544.07","535.06","540.78","1307900",""
"GOOG","2015-05-05T00:00:00-04:00","2015-05-05","538.21","539.74","530.39","530.8","1383000",""
"GOOG","2015-05-06T00:00:00-04:00","2015-05-06","531.24","532.38","521.09","524.22","1566900",""
"GOOG","2015-05-07T00:00:00-04:00","2015-05-07","523.99","533.46","521.75","530.7","1546200",""
"GOOG","2015-05-08T00:00:00-04:00","2015-05-08","536.61","541.15","536","538.22","1527600",""
"GOOG","2015-05-11T00:00:00-04:00","2015-05-11","538.37","541.98","535.4","535.7","905200",""
"GOOG","2015-05-12T00:00:00-04:00","2015-05-12","531.47","533.21","525.26","529.04","1634100",""
"GOOG","2015-05-13T00:00:00-04:00","2015-05-13","530.56","534.32","528.66","529.62","1253000",""
"GOOG","2015-05-14T00:00:00-04:00","2015-05-14","533.76","539","532.41","538.4","1403900",""
"GOOG","2015-05-15T00:00:00-04:00","2015-05-15","539.18","539.27","530.38","533.85","1971300",""
"GOOG","2015-05-18T00:00:00-04:00","2015-05-18","532.05","534.82","528.85","532.3","2003400",""
"GOOG","2015-05-19T00:00:00-04:00","2015-05-19","533.55","540.66","533.04","537.36","1966900",""
"GOOG","2015-05-20T00:00:00-04:00","2015-05-20","538.49","542.92","532.97","539.27","1430800",""
"GOOG","2015-05-21T00:00:00-04:00","2015-05-21","538.68","543.84","535.98","542.51","1462600",""
"GOOG","2015-05-22T00:00:00-04:00","2015-05-22","540.15","544.19","539.51","540.11","1176200",""
"GOOG","2015-05-26T00:00:00-04:00","2015-05-26","538.12","539","529.88","532.32","2406500",""
"GOOG","2015-05-27T00:00:00-04:00","2015-05-27","532.8","540.55","531.71","539.79","1525000",""
"GOOG","2015-05-28T00:00:00-04:00","2015-05-28","538.01","540.61","536.25","539.78","1029800",""
"GOOG","2015-05-29T00:00:00-04:00","2015-05-29","537.04","538.63","531.45","532.11","2597400",""
"GOOG","2015-06-01T00:00:00-04:00","2015-06-01","535.6","536.79","529.76","533.99","1904300",""
"GOOG","2015-06-02T00:00:00-04:00","2015-06-02","532.21","543","531.33","539.18","1938900",""
"GOOG","2015-06-03T00:00:00-04:00","2015-06-03","539.91","543.5","537.11","540.31","1717000",""
"GOOG","2015-06-04T00:00:00-04:00","2015-06-04","537.76","540.59","534.32","536.7","1348300",""
"GOOG","2015-06-05T00:00:00-04:00","2015-06-05","536.35","537.2","532.52","533.33","1388200",""
"GOOG","2015-06-08T00:00:00-04:00","2015-06-08","533.31","534.12","526.24","526.83","1524100",""
"GOOG","2015-06-09T00:00:00-04:00","2015-06-09","527.56","529.2","523.01","526.69","1455200",""
"GOOG","2015-06-10T00:00:00-04:00","2015-06-10","529.4","538.36","529.35","536.69","1814900",""
"GOOG","2015-06-11T00:00:00-04:00","2015-06-11","538.42","538.98","533.02","534.61","1217500",""
"GOOG","2015-06-12T00:00:00-04:00","2015-06-12","531.63","533.12","530.16","532.33","955400",""
"GOOG","2015-06-15T00:00:00-04:00","2015-06-15","528","528.3","524","527.2","1632700",""
"GOOG","2015-06-16T00:00:00-04:00","2015-06-16","528.4","529.64","525.56","528.15","1071800",""
"GOOG","2015-06-17T00:00:00-04:00","2015-06-17","529.37","530.98","525.1","529.26","1294200",""
"GOOG","2015-06-18T00:00:00-04:00","2015-06-18","531","538.15","530.79","536.73","1833100",""
"GOOG","2015-06-19T00:00:00-04:00","2015-06-19","537.21","538.25","533.01","536.69","1893400",""
"GOOG","2015-06-22T00:00:00-04:00","2015-06-22","539.59","543.74","537.53","538.19","1250200",""
"GOOG","2015-06-23T00:00:00-04:00","2015-06-23","539.64","541.5","535.25","540.48","1197400",""
"GOOG","2015-06-24T00:00:00-04:00","2015-06-24","540","540","535.66","537.84","1286600",""
"GOOG","2015-06-25T00:00:00-04:00","2015-06-25","539.66","540.9","535.23","535.23","1335600",""
"GOOG","2015-06-26T00:00:00-04:00","2015-06-26","537.26","537.76","531.35","531.69","2109100",""
"GOOG","2015-06-29T00:00:00-04:00","2015-06-29","525.41","528.61","520.54","521.52","1937800",""
"GOOG","2015-06-30T00:00:00-04:00","2015-06-30","526.2","526.25","520.5","520.51","2235500",""
"GOOG","2015-07-01T00:00:00-04:00","2015-07-01","524.73","525.69","518.23","521.84","1961300",""
"GOOG","2015-07-02T00:00:00-04:00","2015-07-02","521.08","524.65","521.08","523.4","1235900",""
"GOOG","2015-07-06T00:00:00-04:00","2015-07-06","519.5","525.25","519","522.86","1280500",""
"GOOG","2015-07-07T00:00:00-04:00","2015-07-07","523.13","526.18","515.18","525.02","1597200",""
"GOOG","2015-07-08T00:00:00-04:00","2015-07-08","521.05","522.73","516.11","516.83","1296600",""
"GOOG","2015-07-09T00:00:00-04:00","2015-07-09","523.12","523.77","520.35","520.68","1842300",""
"GOOG","2015-07-10T00:00:00-04:00","2015-07-10","526.29","532.56","525.55","530.13","1956600",""
"GOOG","2015-07-13T00:00:00-04:00","2015-07-13","532.88","547.11","532.4","546.55","2206400",""
"GOOG","2015-07-14T00:00:00-04:00","2015-07-14","546.76","565.85","546.71","561.1","3244000",""
"GOOG","2015-07-15T00:00:00-04:00","2015-07-15","560.13","566.5","556.79","560.22","1784500",""
"GOOG","2015-07-16T00:00:00-04:00","2015-07-16","565.12","580.68","565","579.85","4768300",""
"GOOG","2015-07-17T00:00:00-04:00","2015-07-17","649","674.47","645","672.93","11164900",""
"GOOG","2015-07-20T00:00:00-04:00","2015-07-20","659.24","668.88","653.01","663.02","5860800",""
"GOOG","2015-07-21T00:00:00-04:00","2015-07-21","655.21","673","654.3","662.3","3377100",""
"GOOG","2015-07-22T00:00:00-04:00","2015-07-22","660.89","678.64","659","662.1","3929300",""
"GOOG","2015-07-23T00:00:00-04:00","2015-07-23","661.27","663.63","641","644.28","3029100",""
"GOOG","2015-07-24T00:00:00-04:00","2015-07-24","647","648.17","622.52","623.56","3625700",""
"GOOG","2015-07-27T00:00:00-04:00","2015-07-27","621","634.3","620.5","627.26","2675300",""
"GOOG","2015-07-28T00:00:00-04:00","2015-07-28","632.83","632.83","623.31","628","1727300",""
"GOOG","2015-07-29T00:00:00-04:00","2015-07-29","628.8","633.36","622.65","631.93","1575000",""
"GOOG","2015-07-30T00:00:00-04:00","2015-07-30","630","635.22","622.05","632.59","1474200",""
"GOOG","2015-07-31T00:00:00-04:00","2015-07-31","631.38","632.91","625.5","625.61","1706100",""
"GOOG","2015-08-03T00:00:00-04:00","2015-08-03","625.34","633.06","625.34","631.21","1304500",""
"GOOG","2015-08-04T00:00:00-04:00","2015-08-04","628.42","634.81","627.16","629.25","1490800",""
"GOOG","2015-08-05T00:00:00-04:00","2015-08-05","634.33","647.86","633.16","643.78","2334200",""
"GOOG","2015-08-06T00:00:00-04:00","2015-08-06","645","645.38","632.25","642.68","1572500",""
"GOOG","2015-08-07T00:00:00-04:00","2015-08-07","640.23","642.68","629.71","635.3","1403800",""
"GOOG","2015-08-10T00:00:00-04:00","2015-08-10","639.48","643.44","631.25","633.73","1809200",""
"GOOG","2015-08-11T00:00:00-04:00","2015-08-11","669.2","674.9","654.27","660.78","5029200",""
"GOOG","2015-08-12T00:00:00-04:00","2015-08-12","663.08","665","652.29","659.56","2940800",""
"GOOG","2015-08-13T00:00:00-04:00","2015-08-13","659.32","664.5","651.66","656.45","1810700",""
"GOOG","2015-08-14T00:00:00-04:00","2015-08-14","655.01","659.85","652.66","657.12","1072000",""
"GOOG","2015-08-17T00:00:00-04:00","2015-08-17","656.8","661.38","651.24","660.87","1051600",""
"GOOG","2015-08-18T00:00:00-04:00","2015-08-18","661.9","664","653.46","656.13","1456000",""
"GOOG","2015-08-19T00:00:00-04:00","2015-08-19","656.6","667","654.19","660.9","2134000",""
"GOOG","2015-08-20T00:00:00-04:00","2015-08-20","655.46","662.99","642.9","646.83","2855200",""
"GOOG","2015-08-21T00:00:00-04:00","2015-08-21","639.78","640.05","612.33","612.48","4265100",""
"GOOG","2015-08-24T00:00:00-04:00","2015-08-24","573","614","565.05","589.61","5770300",""
"GOOG","2015-08-25T00:00:00-04:00","2015-08-25","614.91","617.45","581.11","582.06","3537900",""
"GOOG","2015-08-26T00:00:00-04:00","2015-08-26","610.35","631.71","599.05","628.62","4235800",""
"GOOG","2015-08-27T00:00:00-04:00","2015-08-27","639.4","643.59","622","637.61","3491300",""
"GOOG","2015-08-28T00:00:00-04:00","2015-08-28","632.82","636.88","624.56","630.38","1978700",""
"GOOG","2015-08-31T00:00:00-04:00","2015-08-31","627.54","635.8","617.68","618.25","2176700",""
"GOOG","2015-09-01T00:00:00-04:00","2015-09-01","602.36","612.86","594.1","597.79","3702100",""
"GOOG","2015-09-02T00:00:00-04:00","2015-09-02","605.59","614.34","599.71","614.34","2575600",""
"GOOG","2015-09-03T00:00:00-04:00","2015-09-03","617","619.71","602.82","606.25","1759500",""
"GOOG","2015-09-04T00:00:00-04:00","2015-09-04","600","603.47","595.25","600.7","2089400",""
"GOOG","2015-09-08T00:00:00-04:00","2015-09-08","612.49","616.31","604.12","614.66","2279500",""
"GOOG","2015-09-09T00:00:00-04:00","2015-09-09","621.22","626.52","609.6","612.72","1702000",""
"GOOG","2015-09-10T00:00:00-04:00","2015-09-10","613.1","624.16","611.43","621.35","1905200",""
"GOOG","2015-09-11T00:00:00-04:00","2015-09-11","619.75","625.78","617.42","625.77","1373500",""
"GOOG","2015-09-14T00:00:00-04:00","2015-09-14","625.7","625.86","619.43","623.24","1702200",""
"GOOG","2015-09-15T00:00:00-04:00","2015-09-15","626.7","638.7","623.78","635.14","2084300",""
"GOOG","2015-09-16T00:00:00-04:00","2015-09-16","635.47","637.95","632.32","635.98","1286400",""
"GOOG","2015-09-17T00:00:00-04:00","2015-09-17","637.79","650.9","635.02","642.9","2274600",""
"GOOG","2015-09-18T00:00:00-04:00","2015-09-18","636.79","640","627.02","629.25","5133300",""
"GOOG","2015-09-21T00:00:00-04:00","2015-09-21","634.4","636.49","625.94","635.44","1788500",""
"GOOG","2015-09-22T00:00:00-04:00","2015-09-22","627","627.55","615.43","622.69","2562800",""
"GOOG","2015-09-23T00:00:00-04:00","2015-09-23","622.05","628.93","620","622.36","1470900",""
"GOOG","2015-09-24T00:00:00-04:00","2015-09-24","616.64","627.32","612.4","625.8","2240000",""
"GOOG","2015-09-25T00:00:00-04:00","2015-09-25","629.77","629.77","611","611.97","2174000",""
"GOOG","2015-09-28T00:00:00-04:00","2015-09-28","610.34","614.6","589.38","594.89","3127600",""
"GOOG","2015-09-29T00:00:00-04:00","2015-09-29","597.28","605","590.22","594.97","2310200",""
"GOOG","2015-09-30T00:00:00-04:00","2015-09-30","603.28","608.76","600.73","608.42","2413400",""
"GOOG","2015-10-01T00:00:00-04:00","2015-10-01","608.37","612.09","599.85","611.29","1867600",""
"GOOG","2015-10-02T00:00:00-04:00","2015-10-02","607.2","627.34","603.13","626.91","2684800",""
"GOOG","2015-10-05T00:00:00-04:00","2015-10-05","632","643.01","627","641.47","1803600",""
"GOOG","2015-10-06T00:00:00-04:00","2015-10-06","638.84","649.25","636.53","645.44","2236800",""
"GOOG","2015-10-07T00:00:00-04:00","2015-10-07","649.24","650.61","632.15","642.36","2092700",""
"GOOG","2015-10-08T00:00:00-04:00","2015-10-08","641.36","644.45","625.56","639.16","2182000",""
"GOOG","2015-10-09T00:00:00-04:00","2015-10-09","640","645.99","635.32","643.61","1648600",""
"GOOG","2015-10-12T00:00:00-04:00","2015-10-12","642.09","648.5","639.01","646.67","1276100",""
"GOOG","2015-10-13T00:00:00-04:00","2015-10-13","643.15","657.81","643.15","652.3","1807600",""
"GOOG","2015-10-14T00:00:00-04:00","2015-10-14","653.21","659.39","648.85","651.16","1415400",""
"GOOG","2015-10-15T00:00:00-04:00","2015-10-15","654.66","663.13","654.46","661.74","1885700",""
"GOOG","2015-10-16T00:00:00-04:00","2015-10-16","664.11","664.97","657.2","662.2","1611100",""
"GOOG","2015-10-19T00:00:00-04:00","2015-10-19","661.18","666.82","659.58","666.1","1477300",""
"GOOG","2015-10-20T00:00:00-04:00","2015-10-20","664.04","664.72","644.2","650.28","2498200",""
"GOOG","2015-10-21T00:00:00-04:00","2015-10-21","654.15","655.87","641.73","642.61","1794100",""
"GOOG","2015-10-22T00:00:00-04:00","2015-10-22","646.7","657.8","644.01","651.79","4070900",""
"GOOG","2015-10-23T00:00:00-04:00","2015-10-23","727.5","730","701.5","702","6653900",""
"GOOG","2015-10-26T00:00:00-04:00","2015-10-26","701.55","719.15","701.26","712.78","2716600",""
"GOOG","2015-10-27T00:00:00-04:00","2015-10-27","707.38","713.62","704.55","708.49","2245700",""
"GOOG","2015-10-28T00:00:00-04:00","2015-10-28","707.33","712.98","703.08","712.95","2178900",""
"GOOG","2015-10-29T00:00:00-04:00","2015-10-29","710.5","718.26","710.01","716.92","1455900",""
"GOOG","2015-10-30T00:00:00-04:00","2015-10-30","715.73","718","710.05","710.81","1908700",""
"GOOG","2015-11-02T00:00:00-05:00","2015-11-02","711.06","721.62","705.85","721.11","1886200",""
"GOOG","2015-11-03T00:00:00-05:00","2015-11-03","718.86","724.65","714.72","722.16","1565300",""
"GOOG","2015-11-04T00:00:00-05:00","2015-11-04","722","733.1","721.9","728.11","1706700",""
"GOOG","2015-11-05T00:00:00-05:00","2015-11-05","729.47","739.48","729.47","731.25","1861500",""
"GOOG","2015-11-06T00:00:00-05:00","2015-11-06","731.5","735.41","727.01","733.76","1511500",""
"GOOG","2015-11-09T00:00:00-05:00","2015-11-09","730.2","734.71","719.43","724.89","2069800",""
"GOOG","2015-11-10T00:00:00-05:00","2015-11-10","724.4","730.59","718.5","728.32","1607900",""
"GOOG","2015-11-11T00:00:00-05:00","2015-11-11","732.46","741","730.23","735.4","1366900",""
"GOOG","2015-11-12T00:00:00-05:00","2015-11-12","731","737.8","728.65","731.23","1837100",""
"GOOG","2015-11-13T00:00:00-05:00","2015-11-13","729.17","731.15","716.73","717","2075500",""
"GOOG","2015-11-16T00:00:00-05:00","2015-11-16","715.6","729.49","711.33","728.96","1905800",""
"GOOG","2015-11-17T00:00:00-05:00","2015-11-17","729.29","731.84","723.03","725.3","1510900",""
"GOOG","2015-11-18T00:00:00-05:00","2015-11-18","727.58","741.41","727","740","1684200",""
"GOOG","2015-11-19T00:00:00-05:00","2015-11-19","738.74","742","737.43","738.41","1327800",""
"GOOG","2015-11-20T00:00:00-05:00","2015-11-20","746.53","757.92","743","756.6","2213200",""
"GOOG","2015-11-23T00:00:00-05:00","2015-11-23","757.45","762.71","751.82","755.98","1415300",""
"GOOG","2015-11-24T00:00:00-05:00","2015-11-24","752","755.28","737.63","748.28","2334100",""
"GOOG","2015-11-25T00:00:00-05:00","2015-11-25","748.14","752","746.06","748.15","1122200",""
"GOOG","2015-11-27T00:00:00-05:00","2015-11-27","748.46","753.41","747.49","750.26","838500",""
"GOOG","2015-11-30T00:00:00-05:00","2015-11-30","748.81","754.93","741.27","742.6","2097600",""
"GOOG","2015-12-01T00:00:00-05:00","2015-12-01","747.11","768.95","746.7","767.04","2134600",""
"GOOG","2015-12-02T00:00:00-05:00","2015-12-02","768.9","775.96","758.96","762.38","2230300",""
"GOOG","2015-12-03T00:00:00-05:00","2015-12-03","766.01","768.99","745.63","752.54","2590600",""
"GOOG","2015-12-04T00:00:00-05:00","2015-12-04","753.1","768.49","750","766.81","2757200",""
"GOOG","2015-12-07T00:00:00-05:00","2015-12-07","767.77","768.73","755.09","763.25","1812300",""
"GOOG","2015-12-08T00:00:00-05:00","2015-12-08","757.89","764.8","754.2","762.37","1829400",""
"GOOG","2015-12-09T00:00:00-05:00","2015-12-09","759.17","764.23","737","751.61","2699900",""
"GOOG","2015-12-10T00:00:00-05:00","2015-12-10","752.85","755.85","743.83","749.46","1988300",""
"GOOG","2015-12-11T00:00:00-05:00","2015-12-11","741.16","745.71","736.75","738.87","2224400",""
"GOOG","2015-12-14T00:00:00-05:00","2015-12-14","741.79","748.73","724.17","747.77","2421200",""
"GOOG","2015-12-15T00:00:00-05:00","2015-12-15","753","758.08","743.01","743.4","2666200",""
"GOOG","2015-12-16T00:00:00-05:00","2015-12-16","750","760.59","739.43","758.09","1993200",""
"GOOG","2015-12-17T00:00:00-05:00","2015-12-17","762.42","762.68","749","749.43","1553400",""
"GOOG","2015-12-18T00:00:00-05:00","2015-12-18","746.51","754.13","738.15","739.31","3148700",""
"GOOG","2015-12-21T00:00:00-05:00","2015-12-21","746.13","750","740","747.77","1525700",""
"GOOG","2015-12-22T00:00:00-05:00","2015-12-22","751.65","754.85","745.53","750","1365500",""
"GOOG","2015-12-23T00:00:00-05:00","2015-12-23","753.47","754.21","744","750.31","1566700",""
"GOOG","2015-12-24T00:00:00-05:00","2015-12-24","749.55","751.35","746.62","748.4","527200",""
"GOOG","2015-12-28T00:00:00-05:00","2015-12-28","752.92","762.99","749.52","762.51","1515700",""
"GOOG","2015-12-29T00:00:00-05:00","2015-12-29","766.69","779.98","766.43","776.6","1765000",""
"GOOG","2015-12-30T00:00:00-05:00","2015-12-30","776.6","777.6","766.9","771","1293500",""
"GOOG","2015-12-31T00:00:00-05:00","2015-12-31","769.5","769.5","758.34","758.88","1500900",""
"GOOG","2016-01-04T00:00:00-05:00","2016-01-04","743","744.06","731.26","741.84","3272700",""
"GOOG","2016-01-05T00:00:00-05:00","2016-01-05","746.45","752","738.64","742.58","1950600",""
"GOOG","2016-01-06T00:00:00-05:00","2016-01-06","730","747.18","728.92","743.62","1947000",""
"GOOG","2016-01-07T00:00:00-05:00","2016-01-07","730.31","738.5","719.06","726.39","2963700",""
"GOOG","2016-01-08T00:00:00-05:00","2016-01-08","731.45","733.23","713","714.47","2450800",""
"GOOG","2016-01-11T00:00:00-05:00","2016-01-11","716.61","718.85","703.54","716.03","2090600",""
"GOOG","2016-01-12T00:00:00-05:00","2016-01-12","721.68","728.75","717.32","726.07","2024500",""
"GOOG","2016-01-13T00:00:00-05:00","2016-01-13","730.85","734.74","698.61","700.56","2501700",""
"GOOG","2016-01-14T00:00:00-05:00","2016-01-14","705.38","721.92","689.1","714.72","2225700",""
"GOOG","2016-01-15T00:00:00-05:00","2016-01-15","692.29","706.74","685.37","694.45","3608100",""
"GOOG","2016-01-19T00:00:00-05:00","2016-01-19","703.3","709.98","693.41","701.79","2268000",""
"GOOG","2016-01-20T00:00:00-05:00","2016-01-20","688.61","706.85","673.26","698.45","3444900",""
"GOOG","2016-01-21T00:00:00-05:00","2016-01-21","702.18","719.19","694.46","706.59","2412200",""
"GOOG","2016-01-22T00:00:00-05:00","2016-01-22","723.6","728.13","720.12","725.25","2011700",""
"GOOG","2016-01-25T00:00:00-05:00","2016-01-25","723.58","729.68","710.01","711.67","1711700",""
"GOOG","2016-01-26T00:00:00-05:00","2016-01-26","713.85","718.28","706.48","713.04","1331600",""
"GOOG","2016-01-27T00:00:00-05:00","2016-01-27","713.67","718.23","694.39","699.99","2194200",""
"GOOG","2016-01-28T00:00:00-05:00","2016-01-28","722.22","733.69","712.35","730.96","2676300",""
"GOOG","2016-01-29T00:00:00-05:00","2016-01-29","731.53","744.99","726.8","742.95","3474300",""
